Metabolite,LE-197_1-U2,LE19-10_1-A1,LE19-10_1-A2,LE19-10_1-A3,LE19-10_1-N1,LE19-10_1-N2,LE19-10_1-N3,LE19-10_1-U1,LE19-10_1-U2,LE19-10_1-U3,LE19-197_1-A1,LE19-197_1-A2,LE19-197_1-A3,LE19-197_1-N1,LE19-197_1-N2,LE19-197_1-N3,LE19-197_1-U1,LE19-197_1-U3,PCC-7806-A1,PCC-7806-N1,PCC-7806-U1,PCC7806-A2,PCC7806-A3,PCC7806-N2,PCC7806-N3,PCC7806-U2,PCC7806-U3
359,336465.97,70002.414,94867.97,95189.08,12630.456,10528.604,2031.0767,91970.625,65167.76,52772.66,137321.88,99866.57,104071.14,9545.955,26837.076,31237.842,210306.34,214527.31,218538.95,9151.056,425291.56,272799.5,170208.42,8883.056,6571.813,1179209.1,323982.5
280,356974.72,71023.1,49203.094,54670.63,33005.855,19295.557,28372.746,26794.078,31001.861,18208.81,156360.12,111502.78,167434.9,287879.1,340889.44,226124.84,427347.9,284767.06,34118.3,27676.531,50181.664,35289.348,33912.074,41184.297,32031.787,47841.35,38539.633
771,0,0,0,0,1813.9712,0,19290.25,0,0,0,0,0,0,0,0,0,0,0,29580.725,745209.56,15683.27,22131.273,34152.61,724883.75,787075.25,14922.524,14955.165
339,758662.25,0,344.5655,0,2212.6108,1180.3545,6286.391,0,0,0,69768.96,28248.18,62695.562,1969.5507,509.45734,0,443192.25,573855.3,0,2417.5073,0,0,0,2945.7795,1316.6265,0,0
255,1066012.9,51215.723,10205.887,9809.522,2809.8552,0,0,28997.35,35001.645,14921.607,224067.1,228704.28,651385.3,26068.365,18792.568,6724.294,1507824,781804.94,0,0,0,0,0,0,0,0,0
202,29222.879,57708.043,74067.875,114765.96,159988.02,92075.305,174136,106421.164,115698.88,92557.33,6944.052,6998.1187,6380.3506,20253.889,27926.404,23463.627,33816.85,23743.41,218563.86,279517.94,608690.4,178727.7,301226.78,348776.6,318775.44,506129.03,464688.75
242,92254.7,1621225.6,2304661,2236036.2,1472151.9,982028.7,1558667.2,2196725.2,1857323.4,1782530.5,30098.018,33244.87,19146.639,34936.125,85416.18,73122.984,65327.24,49049.133,1326140.5,1309443.1,1596907.2,1414773.4,1497238.1,1844029,1788646.2,1702682.4,1377236.2
592,0,0,0,0,580030.2,131421.22,488100.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,611912.94,126404.34,342704.75,212420.1,2678384,319050.78,5203544,694211.2,501486.88,360123.75,104623.11,75050.055,143875.64,7253875.5,398418.6,208349.98,451942.94,430074.34,3181414.8,5251995.5,4661610.5,2970757,2868910.8,4744871,4405434.5,4036205.8,3616974.2
371,1672587.9,0,0,0,0,0,0,0,0,0,460807.44,403468.6,319106.03,1413.2129,416.61212,0,1271860.8,1046495.2,51541.03,0,4918.701,61508.125,11972.2,0,0,14780.581,5783.928
349,0,390097.53,597674.94,338908.38,1890404.1,1307361.9,1884058.4,537813.94,559504.94,450473.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,810031.7,209952.25,275249.53,261109.66,98139.47,74525.92,104217.83,183191.31,139924.8,138093.6,516695.94,409940.72,505259.25,97623.63,94527.69,60764.74,668342.06,575559.25,582830,134712.94,699276.56,643706.44,650979.56,194943.38,169574.7,787437.25,610432.44
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221117.86,52748.133,236316.89,188348.23,103853.21,44719.66,32583.775,309283.75,182117.39
523,0,0,0,0,4837.218,0,0,0,0,0,0,0,0,0,1963.0569,1733.8958,0,0,0,97238.33,0,0,0,512869.2,121265.28,0,0
406,1809.0294,11071.367,10771.219,525.54065,282441.97,19247.193,67957.96,732.9988,16337.823,0,0,0,0,96267.96,25060.93,21933.004,392.63104,295.56006,487.64532,327324.3,28399.371,5051.4985,3063.325,1574105.6,376096.25,344.13556,7320.435
568,200166.2,0,0,0,2011.2815,0,6220.8354,0,0,0,330028.1,274475.94,333113.66,50087.773,85934.08,44026.09,227701.94,163134.72,13249.0625,12573.327,18141.826,11598.493,13930.185,24370.686,23074.943,17566.822,12414.815
663,1331536.9,1617015.6,1593212.4,1937326.9,2795354,375420.94,1540830.5,1048809.6,1140164.6,1170787.8,1771167.2,1373953.1,1838628.2,661455.7,1213464.4,136748.88,1495909.8,1215463.2,115135.375,939731.94,144164.3,123160.84,122792.086,1886783.9,1182542.9,44534.44,83886.63
219,1222.8413,589357.25,622685.3,540517.56,0,0,0,665969.75,560498.6,496874.72,0,0,1062.68,0,0,0,0,1361.2705,42085.43,0,114490.586,60063.66,47051.688,0,0,141030.44,104369.5
411,501.3415,3506.4297,645.0934,2530.9646,0,0,0,5385.023,0,1789.3865,930.3341,379.36206,0,0,0,0,926.10767,516.78,859748.56,0,147923.78,231375.38,361109.9,9896.937,0,3636243.2,1376446.9
238,420721.84,163863.3,257428.75,277123.7,411208.38,244090.06,433403.3,276821.47,216777.16,195206,181372.33,160329.44,159995.19,238174.03,286281.06,190495.55,344034.8,271300.28,304978.94,333286.12,516133.16,218386.12,279482.3,442736.03,403078.28,546714.56,484845.5
337,774147.6,275129.56,414148.88,391645.12,144429.08,121129.22,158848.55,366233.56,301165.9,282298.88,173972.77,144358.33,161019.67,122863.98,118378.19,84876.734,596599.6,555639.1,292028.94,44176.863,420208.03,314728.34,324892.5,62597.57,55121.62,401714.47,342648.4
574,257693.88,4818118,8559284,7658322.5,522679.66,27386.238,201261.44,5622810,4479030,7284140,237176.11,304290,317635.03,31754.217,11787.246,13303.792,174187.1,126050.15,1082485.1,1101280,749958.25,354210.62,1168878.6,813975.3,683375.3,443092.75,556632.8
791,0,30250.406,93638.66,157226.88,223659.84,183957.53,344005.12,169212.81,198881.08,167411.84,0,0,0,0,79307.03,85756.43,0,0,0,96482.99,0,0,0,112443.63,156078.28,0,0
62,0,0,0,0,325751.47,668209.06,175507.34,0,0,0,0,0,0,2449.4946,3785.4517,6996.1157,0,0,0,209603.7,0,0,0,701468,318986.4,0,0
160,265874.16,144321.98,211350.36,153913.5,310853,148003.83,266188.53,222814.83,198432.52,130333.586,187224.77,181242.73,212835.78,375973.47,349348.4,227090.6,349591.06,234284.7,268091.03,855463.4,512609.22,246194.73,257766.3,1067313.8,973197.44,490788.38,548619.56
809,0,0,0,0,0,0,0,0,0,0,0,0,4273.3916,3834.7827,0,0,0,1334.231,5782.7705,786203.8,3652.5444,3808.4321,5980.6787,774615.7,794448.06,3382.516,4972.9873
392,7593.17,815.2145,4426.0596,873.3674,265552.8,13594.2295,229375.86,2146.525,7001.5664,1040.204,903.9181,0,0,16905.232,29612.994,29399.52,4724.549,8572.475,1229110.2,936027.25,2160589.2,1345055,1402074.1,1720266,1568725.6,1992339.9,2054817
410,7480.219,1525.9688,427.87985,3174.1985,0,0,0,14563.135,1079.4868,10285.005,2640.8372,464.29504,494.9029,0,0,0,6646.6304,1276.5822,152664.75,0,51361.4,70926.07,47428.04,0,0,1024008.94,494520.94
402,10657.868,25427.693,7551.0254,14465.694,0,0,0,33999.48,12915.515,24305.459,2640.8372,2326.392,494.9029,0,0,0,9888.103,929.8639,290588.53,0,51361.4,63328.914,110053.39,0,0,1345896.4,672432.75
644,0,0,0,0,42864.79,24186.38,140597.97,0,0,857.02637,0,0,0,64462.46,14859.999,35869.094,0,0,0,582040.9,0,0,0,367609.94,333062.47,0,0
370,728.422,0,0,0,0,3067.8518,0,0,0,0,0,0,0,206106.14,606044.3,333367,16902.693,2044.2693,0,0,0,0,0,0,0,0,0
369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1157944.1,1314983,1194233,1351239.8,902459.06,1943374.1,1731353.1,1274974.5,1077597.1
320,14800.111,54758.793,355266.72,397402.3,0,0,0,202260.61,121684.69,185421.6,20948.469,21913.7,30107.45,0,0,0,19144.227,5713.9365,59030.168,0,2712.974,25373.014,18434.057,0,0,4503.067,12819.282
220,15456.994,1124776.9,1183297.5,969080.6,0,1342.5729,1555.0281,1263653.5,1031306,923403.4,6397.4966,4411.8516,4410.751,8104.34,9877.335,3759.8408,19858.193,10286.756,87165.77,0,225136.61,119366.63,105425.62,0,0,260077.2,187101.88
801,45567.21,181046.81,230025.19,94080.875,0,0,0,85671.96,154500.39,61062.203,29506.879,85736.86,91556.11,0,0,0,22024.186,15545.94,0,0,0,1174.7119,0,0,0,0,0
236,96375.13,130748.6,158438.38,193832.22,148533.58,111850.89,137848.23,100900.555,117645.65,92280.164,12652.064,7252.571,11871.32,47793.65,52739.03,14300.678,62579.824,80162.664,276494.7,116825.79,362665.3,286860.12,306105.6,160384.1,162400.31,298127.7,307458.53
253,679413.2,961108.3,1781981.1,1541247,490065.1,364087.78,477853.97,1306558.2,1068276.8,1133835.8,1557195.9,669361.94,1061845.2,685592.75,379490.9,523364.94,589483.06,441698.22,908873.56,176657.02,346001.78,962194.56,1021272.06,482247.16,683496.6,658113.56,431587.12
221,0,266462.22,430865.22,390530.8,0,0,0,177262.83,405646.94,281850.5,0,0,0,0,0,0,0,0,31831.959,0,72285.38,49901.02,46524.14,0,0,97247.87,74012.19
442,0,178449.25,165706.52,231647.17,1149335.9,504396.2,1053193.1,39030.895,44884.355,90952.266,0,0,0,0,6263.014,0,0,0,0,0,0,0,0,935.05035,0,0,0
101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,781170.2,47957.984,485288.22,697185.1,505712.28,43246.566,37987.414,325861.38,277354.03
376,0,2324648,2435461,2094922.5,552525.06,587098.06,669801.6,1920284.8,2161869.5,1134736,0,0,0,2559.148,718.1461,9308.911,0,0,301548.16,509320.5,458698.38,436191.34,340670.12,661539.94,479666.94,316158.56,392098.25
246,28918.475,100117.086,144935.72,119756.68,0,0,0,72150.164,58771.312,56504.992,71800.81,136065.39,116459.555,0,0,0,20017.445,14672.698,649443.5,0,340194.56,715871.7,746083.75,0,0,271685.4,241409.53
625,0,0,0,0,1199718.8,34655.367,1579592.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,255420.42,143816.84,142608.67,124989.88,326834.1,330881.3,543156.25,126093.06,93933.05,115861.19,200333.22,162309.86,222566.47,163724.73,114868.914,124150.6,122603.09,142400.27,170563.89,233539.72,100445.99,184854.06,205588.25,379871.72,139268.69,141407.48,210370.89
593,0,0,0,0,319110.72,67709.55,269783.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
792,0,0,0,0,180825.95,76308.9,222917.9,0,0,0,0,0,0,0,0,0,0,0,0,1027256,0,0,0,1097545.9,1068411.1,0,0
204,23749.727,212749.14,312643.8,258858.17,0,0,2562.3643,177409.9,157064.12,147661.53,101534.695,128898.9,104704.94,0,0,0,19943.246,7165.791,165642.72,3122.9692,26923.125,205539.19,181416.14,3434.1045,877.40735,58477.594,24337.709
83,707767.44,407015.22,402938.9,275913.88,73339.44,46701.395,111346.17,404034.1,290687.56,214802.73,466455.56,388358.97,582416.1,161912.03,103057.055,148445.28,319045.38,436602.03,466979.12,78143.36,339271.84,512111.53,547981.4,66970.92,120873.94,302176.25,573288.94
291,108995.58,587610.3,865515.75,651436.75,497320.84,176661.06,522769.6,508495.9,507106.97,401844.06,52436.023,73411.234,109147.35,117974.695,226848.05,109488.28,74148.83,52067.18,0,0,0,0,0,0,0,0,0
243,0,1848146.6,2864431.2,2365191,0,0,0,544777.25,1011080.56,132882.25,65117.09,90233.42,60684.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,422591.62,263616.72,71656.12,56805.082,0,0,0,88376.94,110421.44,13473.099,862734.75,589720.56,513988.38,0,0,0,611661.25,338494.25,32902.43,0,45350.586,42340.555,13382.312,0,0,175118.61,160459.72
286,231781.42,2238566.5,2854716.5,2625003.8,1150613.4,1107639.6,1629804.6,1798804.8,2180914,1722446.4,149286.84,169499.89,416920.2,326839.28,828034.9,735031.2,94251.06,121971.09,0,0,0,0,0,0,0,0,0
793,0,2082436.6,3135832.2,3124859.2,331979.75,63426.656,304409.22,2623301,2255943.2,2411905.2,0,0,0,0,0,0,0,0,1229007.5,703032.9,1739572.9,1027452.44,1330100.9,671507.44,643600.94,1833535.5,1681947.8
74,253347.05,138692.06,136577.19,95489.88,51393.133,22360.312,76240.24,146185.06,97306.93,70650.375,183103.39,143766.64,207086.3,90916.57,58110.402,62935.176,124367.51,147625.56,162465.61,43020.98,113874.13,174137.11,182609.3,33065.84,50476.76,97415.01,201294.11
92,2295149.8,1453870.9,1341753.8,1107041.6,783998,469290.2,1198623.4,1331903.9,1017775.75,946072.1,1717037.2,1454657.6,2114116.5,1390206.9,886840.6,1131738.1,1107104.8,1400852.8,1583827.9,552064.75,1180666.8,1700147.8,1894803.4,569319.25,1005023.4,1298244.5,2035363.6
71,983481.4,708169.25,331337.47,317735.34,325873.7,102679.22,697982.5,398866.4,187579.11,320212.66,456251.3,441787.72,520502.72,816631.06,297497.62,318746.38,390169.94,364260.66,306905.7,251272,279629.03,417514.84,478244.5,203194.42,353588.34,385629.47,610908.3
222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69497.08,59083.875,444841.38,63713.49,78264.09,74799.45,66204.26,236894.95,361370.34
467,0,0,0,0,0,0,0,0,0,0,0,0,0,331477.62,838648.56,692022.56,0,0,0,0,0,0,0,0,0,0,0
330,196632.47,1070592.5,1035623.06,979204.7,492560,272313.66,686634.75,255039.94,262623.06,313215.88,42716.71,38999.832,55956.016,242673.2,617775.06,289017.34,0,150598.84,221023.95,674121.06,40845.99,236977.98,243740.08,575140.7,501951.06,77207.51,51628.766
785,2485.3599,205598.84,299474.6,294373,15278.957,1428.6477,6635.785,206069.12,176329.55,167321.78,1278.3549,1078.7009,1100.5508,1152.0936,1003.02167,3345.109,1165.2563,1079.2798,268358.7,13802.624,190986.52,244257.25,316362.28,17263.824,8820.323,223540.69,207839.38
97,295663.75,185237.23,182394.11,140663.02,85108.836,51763.375,131628.67,194580.92,139202,112490.875,244346.53,200561.64,303798.16,195187.6,126385.63,156653.78,154065.77,196297.89,207011.86,78089.62,150298.3,199684,235981.83,28621.41,126676.9,151210.77,251158.34
106,372286.4,138407.62,133883.39,127227.43,322470.22,183031.95,409277.9,149785.6,94517.516,143096.67,176748.22,156607.52,334536.03,538616.1,366265.62,456968.72,180007.89,160200.34,153849.47,259215.55,121198.93,313777.7,313354.66,303829.5,512714.84,203875.81,335033.2
82,4391971.5,2395556,2435643.8,1682497.9,552801.8,300124.1,876602.7,2507053.8,1783904,1245993,3018363.8,2310252.2,3525922.5,1205860.8,716034.9,850947.25,2155266,2604056.8,2751943.2,534399.3,2076791.6,2668817.5,2969471.5,430680.7,824902.6,1763934.9,3141751.8
195,0,0,0,0,165499.72,1163620.2,518659.34,0,0,0,0,0,0,69182.87,168133.64,457607.8,0,0,0,1620845.8,0,0,0,1516810.1,1062426.4,0,0
594,0,19441.473,16675.498,26139.648,13101305,2996611.5,10836725,45935.863,59627.9,37472.492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464365.4,0,0,1073.4795,124815.15,232099.38,0,481.9231
80,770417.5,485396.6,329245.16,255203.28,336411.88,151863.31,557172.6,397284.78,236813.3,210895.72,410047.47,323273.16,493703.2,738146.8,376185.44,412828.5,304202.2,376849.84,345324.97,244554.12,300740.2,425664.8,394763.4,219665.1,435826.4,319429.72,502722.88
451,0,4668354,5171842,4674286.5,239594.47,222456.2,240004.39,3165689.2,2685629,3345982.8,0,0,0,499.64,23896.523,0,0,0,23158.346,11134.58,24792.586,9938.791,34118.613,10006.187,8651.415,37218.75,0
90,757987.9,423171.97,431524.78,333377.34,71457.66,40820.58,108884.24,469192.94,333268.75,277681.3,604959.8,490272.28,694634.4,169666.25,100036.33,128871.67,390220.06,482773.75,485161.6,67670.08,300488.44,507989.5,566080.5,40160.77,107848.11,305654.72,593128.1
638,0,0,0,0,246531.14,20097.217,596709.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,0,0,0,685.89624,3250020.2,103737.76,4190542.5,0,0,986.29236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,754336.44,453475.47,188873.58,341977.25,180071.77,107880.71,262131.98,466360.94,340772.78,290263.62,619889.7,506519.53,692924.4,334081.8,205716.03,266360,387660.22,482856.12,532131.5,163863.25,388498.53,578043.44,615463.4,146784.2,256838.28,388028.8,647888.1
717,0,0,0,0,1208486.6,411024.56,1215386.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722,0,710.317,0,0,1614364,441754.25,1239121.8,1642.1025,1754.6082,1063.1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,425695.84,263520.8,249867.61,201561.33,175530.73,110113.19,229995.95,243298.72,184775.34,175047.1,305411.25,250972.55,393237.25,295431.1,197087.38,236331.62,220922.61,267132.22,302019.12,133937.58,219286.38,334804.03,340951.47,143864.67,230444.17,229532.45,367157.06
580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416782.25,2660919.8,729626.06,427546.8,459040.28,2827182.5,2902531.2,775057.25,499817.4
198,3924.9297,99405.26,153516.97,103280,0,0,0,185809.2,147309.86,125757.78,5214.707,797.84937,4107.226,0,0,0,4242.6875,3627.5159,194470.47,0,265967.84,257056.28,206446.89,0,0,354158.88,248994.64
764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58977.73,384026.2,324833.5,33018.02,51449.902,480235.88,670664,323379.25,404676.22
506,0,0,0,0,11125239,6911558,10449847,0,0,0,0,0,0,483840.9,137211.19,44948.004,0,0,0,112040.375,0,0,0,336984.06,133647.1,0,0
469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207250.38,2201840.8,294712.3,265087.78,243466,3052725.8,2900216.2,336060,279319.53
251,319578.97,124168.43,145297.92,195338.45,138437.36,85289.5,169466.8,133912.36,111494.625,104240.43,174507.34,167660.8,206236.98,152904.02,164472.55,81388.44,209822.22,243572.27,68434.125,31642.814,118841.6,72050.86,87368.93,44156.24,38970.9,115564.97,122235.04
79,30855.197,16786.686,21145.355,7582.048,131299.45,55770.414,233276.53,19197.127,17519.662,10045.986,14634.135,12752.568,21705.713,424603.44,254928.39,302694.4,19446.262,21065.695,22983.64,187080.67,19918.53,25635.484,26714.123,70634.2,185297.28,6499.551,31498.72
642,0,1883.1079,914.94385,745.1524,19724.371,2937.3884,15390.214,2947.5154,3445.9905,0,0,0,0,0,0,0,0,0,0,49558.887,0,0,0,17728.967,4730.974,0,0
405,878115,0,0,0,0,0,0,0,0,0,92654.89,194446.67,74068.73,118154.81,26166.438,281148.2,684448.9,682189.56,0,0,0,0,0,0,0,0,0
448,0,0,0,0,2444912.8,1274917.4,1933973.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,37852.816,1066182.4,1265390.2,1404471,34456.863,10266.8955,35402.707,616246.25,492985.4,540468.4,22827.14,2955.748,73512.83,33030.58,47137.777,14343.957,20119.762,17948.354,6386.2783,81484.52,2431.5645,9819.146,8642.321,99490.51,70531.76,4618.436,1035.9824
379,0,0,0,0,30705.844,13725.127,2679152.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,0,120855.625,341452.53,278411.56,0,0,9417.999,278054.25,244360.83,219402.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758,0,1329.2417,2259.9683,4401.8115,8425.704,0,9057.444,4520.9604,0,0,0,0,0,0,0,0,0,0,0,11591.69,0,0,0,11739.214,14789.395,0,0
823,0,0,0,0,1345.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9106.789,0,0,0,4875.633,3049.9353,0,0
581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14104.844,572080.2,22353.49,9246.991,12814.741,574109.56,640463.94,22484.342,26248.19
531,0,0,0,0,543396.8,242090,588003.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,271798.5,18427.305,8500.135,12918.033,2177.0447,0,0,2433.925,1736.8845,0,83486.836,48302.652,91732.79,194397.55,228781.31,132172.86,372773,202334.56,3648.7136,2841.5115,7950.4087,2817.1565,4979.7983,5704.21,6428.5034,8202.413,6295.064
807,0,0,0,0,0,0,0,0,0,0,0,0,0,10089.55,0,0,0,0,0,0,0,0,0,0,0,0,0
316,0,133643.17,171994.4,183707.34,3377477.2,2245255,5276522.5,285344.8,214987.98,201471.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78431.94,762975.5,148642.81,46275.242,73240.01,314634.22,568079.44,97621.21,144329.39
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1669.3241,0,0,0,667461.44,3646602,1196164.4,587451.8,598166.6,3397507.5,2742949.2,794741.1,1085042.6
25,0,0,155712.73,5348.1514,351609.03,1253.1582,131959.14,0,44050.406,0,1303.9324,0,0,536561.6,3710.9878,0,6745.7095,0,0,17953.373,0,0,0,7916.757,175243.28,714.55786,38678.344
452,0,1757345.4,1929864,1543934,2054.5825,0,0,1277728.9,991217.56,1219887.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5634.4604,0
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136550.3,917002.3,324049.03,121419.67,155290.06,629198,730861.2,243866.8,357491.4
589,0,5178.5366,4138.1304,8342.487,802937.9,454544.53,1227953.4,36908.285,39448.984,19928.129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,0,0,0,0,1874821.2,1373781.8,1219153.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,0,154799.84,372878.03,303896.88,0,0,10106.689,335994.8,290763.34,241671.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,130600.94,0,0,0,0,0,0,0,0,0,168076.05,224564.89,308163.88,695239.6,1011264.5,1139491.2,172511.67,95867.3,0,0,0,0,0,0,0,0,0
661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15179.237,318102.97,12506.358,5143.0684,12431.939,299478.8,228975.45,16299.036,8016.3354
